"","eco_id","Ncells","plants","mamph","mbirds","mmamm","NPP_mean","NPP_cv_inter","Feat_mean","Feat_cv_inter","area_km2","biome","flor_realms","x","y","biome_FR","plants_log","mamph_log","mbirds_log","mmamm_log","NPP_log_sc","Feat_log_sc","area_km2_log_sc","NPP_cv_sc","Feat_cv_sc"
"15",11201,212,1800,3.85945945945946,125.731132075472,17.3632075471698,434.075253543811,0.0974782312151858,0.00726501801823957,3.17433487167571,137255,"Medit","Australasia",122.082836827918,-31.3192169975206,"AA:Medit",7.49554194388426,1.35052713726126,4.83414575458485,2.85435345870701,-0.0665152431184192,0.241019605676125,0.346055945062947,0.286228150561663,1.3185703104339
"16",11202,177,2900,7.46783625730994,161.016949152542,18.9435028248588,529.102212786355,0.0898109772959714,0.0102191234785653,2.23487786594117,115461,"Medit","Australasia",120.633974661795,-33.1526899713401,"AA:Medit",7.97246601597457,2.01060529952988,5.08150963368291,2.9414610138924,0.189242002448393,0.393843594893721,0.225918799948253,0.107834722088078,0.29598218235636
"17",11203,100,2000,3.08333333333333,198.44,15.18,456.887388843486,0.096856094988281,0.00354597199537118,2.11419499485471,60898,"Medit","Australasia",135.329742042637,-33.2361876270353,"AA:Medit",7.60090245954208,1.12601126285622,5.29048678743285,2.71997877196748,-0.000343326525445601,-0.0802509117106914,-0.218570565698927,0.271752953096631,0.164620267460813
"18",11204,13,2200,11.5384615384615,184.461538461538,22.8461538461538,849.177745272756,0.0480368916693322,0.102764247976946,1.78017748144247,10443,"Medit","Australasia",116.315007716139,-34.5857705907652,"AA:Medit",7.69621263934641,2.44568593663472,5.21744097812592,3.12878278134116,0.800441880206868,1.42770956494795,-1.44369840672477,-0.864119830976842,-0.198953947964063
"19",11205,24,2300,11.2083333333333,201.25,19.6666666666667,716.242474472314,0.0528045062468135,0.010632964073656,1.47605756752311,15214,"Medit","Australasia",115.685797360363,-31.527515998839,"AA:Medit",7.74066440191724,2.41665754925389,5.30454791629867,2.97892515523761,0.58048940306855,0.411624987247269,-1.18225426695431,-0.753192096082589,-0.529984970765088
"20",11206,30,2000,6.3,239.066666666667,18,647.206762800719,0.0830347516527813,0.00290834789782698,1.94842640633922,23779,"Medit","Australasia",138.687403211669,-34.0225458594542,"AA:Medit",7.60090245954208,1.84054963339749,5.47674245306287,2.89037175789616,0.449547477825504,-0.169039728069332,-0.871963508901192,-0.0498272175497787,-0.0158169314630186
"21",11207,305,1100,6.25245901639344,222.406557377049,20.8262295081967,394.381770584026,0.136494903486168,0.00292180307842711,2.33954378025936,197880,"Medit","Australasia",142.081902164303,-34.3521910097663,"AA:Medit",7.00306545878646,1.83297482899301,5.4045070465508,3.03621322631956,-0.190410368424688,-0.166972274876938,0.600229726395581,1.19402617152038,0.409909824327029
"22",11208,48,1500,9.02083333333333,252.416666666667,27.7083333333333,789.771972862252,0.0745316678292225,0.00418517920541776,1.7406866365284,27518,"Medit","Australasia",140.37585143125,-36.890032499405,"AA:Medit",7.3132203870903,2.1995367170946,5.53108116123924,3.32173321030791,0.706744886503819,-0.00601479895843685,-0.770495915705724,-0.24766783843773,-0.241939277713457
"23",11209,249,1900,6.6706827309237,166.172690763052,16.1726907630522,453.378130656774,0.096913576898411,0.00368333704696454,1.78294495397099,168704,"Medit","Australasia",116.71896570958,-30.048266868994,"AA:Medit",7.54960916515453,1.89772221314859,5.11302755341497,2.78332406438675,-0.0103047573105031,-0.0632270954926065,0.489397836379512,0.273090380437808,-0.195941585998397
"24",11210,72,2000,8.77777777777778,182.75,22.6527777777778,861.777577584947,0.0538129072421479,0.0309359695642818,1.24216493164372,46026,"Medit","Australasia",116.589719325904,-33.3969341670491,"AA:Medit",7.60090245954208,2.1722232751308,5.20811909862989,3.12028248360496,0.819470456135823,0.889980088981393,-0.413111731292076,-0.72972970488891,-0.784574410446817
"25",11301,127,700,6.77952755905512,159.779527559055,17.511811023622,264.566665930813,0.117005392495994,0.00561537433779023,2.88416392736782,90288,"Desert/Shrub","Australasia",114.58860674344,-24.5229134131336,"AA:Desert/Shrub",6.5510803350434,1.91390741796914,5.07379491222799,2.86287556891188,-0.706186583204793,0.125653598778194,0.0550466065475949,0.740565164301393,1.00272258036105
"26",11302,394,1400,3.62690355329949,131.951776649746,25.9543147208122,292.897942971553,0.132545727105345,0.0220095485895612,2.48191331276401,281051,"Desert/Shrub","Australasia",131.998290524413,-24.5489747178432,"AA:Desert/Shrub",7.24422751560335,1.28837926863193,4.88243652742668,3.25633786634201,-0.574756278709836,0.737490626617266,0.844019704671736,1.10214097746722,0.564877420343178
"27",11303,225,400,3.56444444444444,96.1466666666667,23.1377777777778,219.458707320704,0.102633875133944,0.0296648131596931,2.07980826082835,155524,"Desert/Shrub","Australasia",126.041017478847,-24.4022009552087,"AA:Desert/Shrub",5.99146454710798,1.27100820566209,4.56587480338045,3.14146668335009,-0.947687856936515,0.871186503309237,0.432878474035787,0.406184135370163,0.127190703612684
"28",11304,1147,500,4.27027027027027,118.623365300785,22.4228421970357,277.764502804878,0.0993032547140052,0.0486237808408792,1.67772637055635,820767,"Desert/Shrub","Australasia",128.130251019853,-21.4369761571959,"AA:Desert/Shrub",6.21460809842219,1.45167712038274,4.77595347644133,3.1100801802175,-0.643294455856246,1.09252399281761,1.58864446206554,0.328690836997982,-0.310470801913735
"29",11305,629,400,2.77821782178218,95.9236883942766,19.3370429252782,221.823184234369,0.095460777758277,0.012396098135193,2.62359167872508,423734,"Desert/Shrub","Australasia",128.692000668841,-28.4352223007273,"AA:Desert/Shrub",5.99146454710798,1.0218096508271,4.5635529627977,2.962022578918,-0.933842776963698,0.480345277917493,1.12928564831384,0.239288210557599,0.719092689538951
"30",11306,287,200,1.16129032258065,85.6620209059233,12.0975609756098,243.122060039514,0.190147587301439,0.00308790172244974,3.42553992850851,195003,"Desert/Shrub","Australasia",127.797739484524,-30.6710576756476,"AA:Desert/Shrub",5.29831736654804,0.149531733970964,4.45040956408642,2.49300386002062,-0.815393809863317,-0.142206680722923,0.590053720284052,2.44235918793836,1.59200412088211
"31",11307,251,800,5.63745019920319,147.589641434263,29.0438247011952,251.654961785122,0.129453202272575,0.0290471362281493,1.47967671639864,179313,"Desert/Shrub","Australasia",118.566310452266,-21.9298809578452,"AA:Desert/Shrub",6.68461172766793,1.72943187094555,4.99443572971897,3.36880588587092,-0.770827915641048,0.861761617659415,0.531772039474958,1.03018743146881,-0.52604556890713
"32",11308,843,800,6.55753262158956,151.670225385528,22.3475682087782,172.826144865726,0.232659107070822,0.00543596605737671,3.30038019897971,583394,"Desert/Shrub","Australasia",139.553943647031,-26.2008985750323,"AA:Desert/Shrub",6.68461172766793,1.88061440744565,5.02170859408797,3.10671751016352,-1.25630383192044,0.111109364257987,1.35145434336279,3.43147156652772,1.45576919714606
"33",11309,562,800,2.75550122249389,158.129893238434,20.7313167259786,171.234721144747,0.185291727979436,0.000167901893957505,3.61311161376001,376487,"Desert/Shrub","Australasia",137.443111489156,-30.3726220620732,"AA:Desert/Shrub",6.68461172766793,1.01359935799697,5.06341680438439,3.03164544232625,-1.26825543018947,-1.44647444184218,1.04714413860636,2.32937826911594,1.79617373942864
"34",11310,661,900,6.34039334341906,129.275340393343,20.7881996974281,213.704297001883,0.101995233754968,0.00307822005883127,2.91915178619027,459616,"Desert/Shrub","Australasia",119.242595601063,-26.5849852060287,"AA:Desert/Shrub",6.80239476332431,1.84694080807339,4.86194455137372,3.03438550348009,-0.982015766675357,-0.143613257468482,1.18576319654233,0.391324913755624,1.04080646162469
"35",30101,131,3500,27.2213740458015,516.007633587786,154.587786259542,884.367731023093,0.049785307358082,0.0733230767424929,1.25336997281557,103404,"Trop/Subtrop Moist","Afrotropics",29.3685775643508,-1.67442900555468,"AT:Trop/Subtrop Moist",8.1605182474775,3.30400247522193,6.24612155914692,5.0407621308303,0.852900378718304,1.27651057114339,0.149289329750811,-0.823439572777562,-0.772377852214753
"36",30102,245,6000,62.5632653061224,363.526530612245,118.828571428571,623.056303348193,0.0719941724986727,0.00919649333095483,1.88513518952148,188821,"Trop/Subtrop Moist","Afrotropics",10.7943136630422,-0.295213133117351,"AT:Trop/Subtrop Moist",8.69951474821019,4.13617828966591,5.89585228086382,4.7776818782535,0.400416387476987,0.346616125873814,0.567670250820715,-0.306707554158906,-0.0847086918462412
"37",30103,45,3300,43.2444444444444,405.088888888889,107.466666666667,756.110289552477,0.0461654782578978,0.0586312911608104,0.852351442917927,37879,"Trop/Subtrop Moist","Afrotropics",10.0636240436202,5.54477060590962,"AT:Trop/Subtrop Moist",8.10167774745457,3.76686877297563,6.0041065217626,4.67718072196436,0.650471842138064,1.17635380415678,-0.548466418017219,-0.907661868070539,-1.20888190222374
"38",30104,541,3600,22.6007393715342,266.746765249538,102.828096118299,967.721024987252,0.0492162429603512,0.0143351889655355,1.36372814564453,412882,"Trop/Subtrop Moist","Afrotropics",21.7796289878714,-1.34229248486752,"AT:Trop/Subtrop Moist",8.1886891244442,3.11798262129771,5.58629976358364,4.63305862422286,0.969266560439353,0.545443176910631,1.11125958260541,-0.83667995192805,-0.652254252430658
"39",30106,26,2100,31.8461538461538,351.076923076923,90.0384615384615,647.135258207437,0.0617091184805968,0.0307350617111113,1.04380810298728,20629,"Trop/Subtrop Moist","Afrotropics",7.41829952394167,5.45620475403312,"AT:Trop/Subtrop Moist",7.64969262371151,3.46091661636378,5.86100535352043,4.50023692946943,0.449404734033116,0.887061705065305,-0.970698772596702,-0.546009143444027,-1.00048353334339
